仕業番号,仕業開始駅,仕業終了駅,便名,始発駅,終着駅,発時刻,着時刻,trip_id
10仕業,桟橋通四丁目,鏡川橋,いの（はりまや橋・鏡川橋・朝倉 経由）,文珠通,伊野,09:30:00,10:32:00,土日祝_09時30分_系統6150
10仕業,桟橋通四丁目,鏡川橋,文珠通（はりまや橋 経由）,伊野,文珠通,10:37:00,11:37:30,土日祝_10時37分_系統15060
10仕業,桟橋通四丁目,鏡川橋,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,11:50:00,12:33:30,土日祝_11時50分_系統6130
10仕業,桟橋通四丁目,鏡川橋,文珠通（はりまや橋 経由）,朝倉,文珠通,12:42:30,13:22:30,土日祝_12時42分_系統13060
10仕業,桟橋通四丁目,鏡川橋,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,13:35:00,14:09:00,土日祝_13時35分_系統6110
10仕業,桟橋通四丁目,鏡川橋,文珠通（はりまや橋 経由）,鏡川橋,文珠通,14:21:30,14:55:00,土日祝_14時21分_系統11060
10仕業,桟橋通四丁目,鏡川橋,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,14:57:30,15:31:30,土日祝_14時57分_系統6110
10仕業,桟橋通四丁目,鏡川橋,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,15:51:30,16:47:00,土日祝_15時51分_系統11011
10仕業,桟橋通四丁目,鏡川橋,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,16:57:30,17:54:00,土日祝_16時57分_系統1110
10仕業,桟橋通四丁目,鏡川橋,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,17:54:00,18:49:30,土日祝_17時54分_系統11011
10仕業,桟橋通四丁目,鏡川橋,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,19:00:00,19:56:30,土日祝_19時00分_系統1110
10仕業,桟橋通四丁目,鏡川橋,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,19:59:00,20:54:30,土日祝_19時59分_系統11011
10仕業,桟橋通四丁目,鏡川橋,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,21:05:00,21:57:30,土日祝_21時05分_系統1110
,,,,,,,,
11仕業,鏡川橋,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,06:21:30,06:55:00,土日祝_06時21分_系統11060
11仕業,鏡川橋,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,07:02:30,07:36:30,土日祝_07時02分_系統6110
11仕業,鏡川橋,桟橋車庫前,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,07:41:30,08:37:00,土日祝_07時41分_系統11011
11仕業,鏡川橋,桟橋車庫前,朝倉（はりまや橋・鏡川橋 経由）,後免町,朝倉,08:40:00,09:46:00,土日祝_08時40分_系統1130
11仕業,鏡川橋,桟橋車庫前,桟橋車庫（はりまや橋 経由）,朝倉,桟橋車庫前,09:52:00,10:31:30,土日祝_09時52分_系統13170
,,,,,,,,
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,06:26:00,06:43:00,土日祝_06時26分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,06:48:30,07:06:00,土日祝_06時48分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,07:09:00,07:28:00,土日祝_07時09分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,07:33:30,07:51:00,土日祝_07時33分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,07:54:00,08:13:00,土日祝_07時54分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,08:18:30,08:36:00,土日祝_08時18分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,08:39:00,08:58:00,土日祝_08時39分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,09:03:30,09:21:00,土日祝_09時03分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,09:21:00,09:38:00,土日祝_09時21分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,09:43:30,10:01:00,土日祝_09時43分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,10:04:00,10:23:30,土日祝_10時04分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,10:28:30,10:46:00,土日祝_10時28分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,10:49:00,11:08:00,土日祝_10時49分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,11:13:30,11:31:00,土日祝_11時13分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,11:34:00,11:53:00,土日祝_11時34分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,11:58:30,12:16:00,土日祝_11時58分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,12:19:00,12:38:00,土日祝_12時19分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,12:43:30,13:01:00,土日祝_12時43分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,13:04:00,13:23:00,土日祝_13時04分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,13:28:30,13:46:00,土日祝_13時28分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,13:49:00,14:08:30,土日祝_13時49分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,14:13:30,14:31:00,土日祝_14時13分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,14:34:00,14:53:00,土日祝_14時34分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,14:58:30,15:16:00,土日祝_14時58分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,15:19:00,15:38:00,土日祝_15時19分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,15:43:30,16:01:00,土日祝_15時43分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,16:04:00,16:23:00,土日祝_16時04分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,16:28:30,16:46:00,土日祝_16時28分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,16:49:00,17:08:00,土日祝_16時49分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋車庫（はりまや橋 経由）,高知駅前,桟橋車庫前,17:13:30,17:29:00,土日祝_17時13分_系統16170
,,,,,,,,
13仕業,鏡川橋,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,06:31:30,07:27:00,土日祝_06時31分_系統11011
13仕業,鏡川橋,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,07:27:00,08:24:30,土日祝_07時27分_系統1110
13仕業,鏡川橋,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,08:26:30,09:22:00,土日祝_08時26分_系統11011
13仕業,鏡川橋,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,09:35:00,10:31:30,土日祝_09時35分_系統1110
13仕業,鏡川橋,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,10:36:30,11:32:00,土日祝_10時36分_系統11011
13仕業,鏡川橋,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,11:40:00,12:36:30,土日祝_11時40分_系統1110
13仕業,鏡川橋,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,12:36:30,13:32:00,土日祝_12時36分_系統11011
13仕業,鏡川橋,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,13:44:30,14:41:30,土日祝_13時44分_系統1110
13仕業,鏡川橋,後免町,文珠通（はりまや橋 経由）,鏡川橋,文珠通,14:41:30,15:15:00,土日祝_14時41分_系統11060
13仕業,鏡川橋,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,15:17:30,15:51:30,土日祝_15時17分_系統6110
13仕業,鏡川橋,後免町,文珠通（はりまや橋 経由）,鏡川橋,文珠通,16:04:00,16:37:30,土日祝_16時04分_系統11060
13仕業,鏡川橋,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,16:45:00,17:19:00,土日祝_16時45分_系統6110
13仕業,鏡川橋,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,17:29:00,18:24:30,土日祝_17時29分_系統11011
13仕業,鏡川橋,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,18:37:30,19:34:00,土日祝_18時37分_系統1110
13仕業,鏡川橋,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,19:44:00,20:39:30,土日祝_19時44分_系統11011
,,,,,,,,
14仕業,後免町,桟橋車庫前,朝倉（はりまや橋・鏡川橋 経由）,後免町,朝倉,06:33:00,07:36:00,土日祝_06時33分_系統1130
14仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,朝倉,文珠通,07:42:00,08:22:30,土日祝_07時42分_系統13060
14仕業,後免町,桟橋車庫前,桟橋車庫（はりまや橋 経由）,文珠通,桟橋車庫前,08:27:30,08:51:30,土日祝_08時27分_系統6170
,,,,,,,,
15仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,06:39:00,06:56:00,土日祝_06時39分_系統18160
15仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,07:01:30,07:19:00,土日祝_07時01分_系統16180
15仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,07:21:30,07:41:00,土日祝_07時21分_系統18160
15仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,07:46:00,08:03:30,土日祝_07時46分_系統16180
15仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,08:06:30,08:26:00,土日祝_08時06分_系統18160
15仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,08:31:30,08:49:00,土日祝_08時31分_系統16180
15仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,08:49:00,09:06:00,土日祝_08時49分_系統18160
15仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,09:11:30,09:29:00,土日祝_09時11分_系統16180
15仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,09:34:00,09:53:00,土日祝_09時34分_系統18160
15仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,09:58:30,10:16:00,土日祝_09時58分_系統16180
15仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,10:19:00,10:38:00,土日祝_10時19分_系統18160
15仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,10:43:30,11:01:00,土日祝_10時43分_系統16180
15仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,11:04:00,11:23:00,土日祝_11時04分_系統18160
15仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,11:28:30,11:46:00,土日祝_11時28分_系統16180
15仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,11:49:00,12:08:00,土日祝_11時49分_系統18160
15仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,12:13:30,12:31:00,土日祝_12時13分_系統16180
15仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,12:34:00,12:53:00,土日祝_12時34分_系統18160
15仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,12:58:30,13:16:00,土日祝_12時58分_系統16180
15仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,13:19:00,13:38:00,土日祝_13時19分_系統18160
15仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,13:43:30,14:01:00,土日祝_13時43分_系統16180
15仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,14:04:00,14:23:00,土日祝_14時04分_系統18160
15仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,14:28:30,14:46:00,土日祝_14時28分_系統16180
15仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,14:49:00,15:08:00,土日祝_14時49分_系統18160
15仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,15:13:30,15:31:00,土日祝_15時13分_系統16180
15仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,15:34:00,15:53:00,土日祝_15時34分_系統18160
15仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,15:58:30,16:16:00,土日祝_15時58分_系統16180
15仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,16:19:00,16:38:00,土日祝_16時19分_系統18160
15仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,16:43:30,17:01:00,土日祝_16時43分_系統16180
15仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,17:04:00,17:23:30,土日祝_17時04分_系統18160
15仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,17:28:30,17:46:00,土日祝_17時28分_系統16180
15仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,17:49:00,18:08:00,土日祝_17時49分_系統18160
15仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,18:13:30,18:31:00,土日祝_18時13分_系統16180
15仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,18:36:30,18:56:00,土日祝_18時36分_系統18160
15仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,19:03:30,19:21:00,土日祝_19時03分_系統16180
15仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,19:29:00,19:48:00,土日祝_19時29分_系統18160
15仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,19:53:30,20:11:00,土日祝_19時53分_系統16180
15仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,20:16:30,20:36:00,土日祝_20時16分_系統18160
15仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,20:41:30,20:59:00,土日祝_20時41分_系統16180
15仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,21:01:30,21:19:30,土日祝_21時01分_系統18160
15仕業,桟橋通五丁目,桟橋車庫前,桟橋車庫（はりまや橋 経由）,高知駅前,桟橋車庫前,21:25:30,21:38:30,土日祝_21時25分_系統16170
,,,,,,,,
16仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,06:47:30,07:44:30,土日祝_06時47分_系統1110
16仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,07:56:30,08:30:00,土日祝_07時56分_系統11060
16仕業,後免町,桟橋車庫前,桟橋車庫（はりまや橋 経由）,文珠通,桟橋車庫前,08:35:00,08:59:00,土日祝_08時35分_系統6170
,,,,,,,,
17仕業,桟橋通四丁目,桟橋車庫前,鏡川橋（はりまや橋 経由）,桟橋通四丁目,鏡川橋,06:53:00,07:21:30,土日祝_06時53分_系統17110
17仕業,桟橋通四丁目,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,07:34:00,08:07:30,土日祝_07時34分_系統11060
17仕業,桟橋通四丁目,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,08:15:00,08:48:30,土日祝_08時15分_系統6110
17仕業,桟橋通四丁目,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,08:59:00,09:32:30,土日祝_08時59分_系統11060
17仕業,桟橋通四丁目,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,09:37:30,10:11:00,土日祝_09時37分_系統6110
17仕業,桟橋通四丁目,桟橋車庫前,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,10:16:30,11:12:00,土日祝_10時16分_系統11011
17仕業,桟橋通四丁目,桟橋車庫前,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,11:20:30,12:16:00,土日祝_11時20分_系統1110
17仕業,桟橋通四丁目,桟橋車庫前,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,12:21:30,13:17:00,土日祝_12時21分_系統11011
17仕業,桟橋通四丁目,桟橋車庫前,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,13:25:00,14:21:00,土日祝_13時25分_系統1110
17仕業,桟橋通四丁目,桟橋車庫前,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,14:26:30,15:22:00,土日祝_14時26分_系統11011
17仕業,桟橋通四丁目,桟橋車庫前,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,15:30:00,16:26:00,土日祝_15時30分_系統1110
17仕業,桟橋通四丁目,桟橋車庫前,桟橋車庫（はりまや橋 経由）,鏡川橋,桟橋車庫前,16:31:30,17:04:00,土日祝_16時31分_系統11170
,,,,,,,,
18仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,07:10:30,08:06:30,土日祝_07時10分_系統1110
18仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,08:41:30,09:15:00,土日祝_08時41分_系統11060
18仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,09:17:30,09:51:30,土日祝_09時17分_系統6110
18仕業,後免町,桟橋車庫前,桟橋車庫（はりまや橋 経由）,鏡川橋,桟橋車庫前,09:51:30,10:24:00,土日祝_09時51分_系統11170
,,,,,,,,
19仕業,後免町,桟橋車庫前,朝倉（はりまや橋・鏡川橋 経由）,後免町,朝倉,07:17:00,08:23:30,土日祝_07時17分_系統1130
19仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,朝倉,文珠通,08:30:00,09:10:00,土日祝_08時30分_系統13060
19仕業,後免町,桟橋車庫前,桟橋車庫（はりまや橋 経由）,文珠通,桟橋車庫前,09:20:00,09:44:30,土日祝_09時20分_系統6170
,,,,,,,,
20仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,07:37:00,08:34:00,土日祝_07時37分_系統1110
20仕業,後免町,桟橋車庫前,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,08:46:30,09:42:00,土日祝_08時46分_系統11011
20仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,09:55:00,10:51:30,土日祝_09時55分_系統1110
20仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,10:51:30,11:25:00,土日祝_10時51分_系統11060
20仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,11:27:30,12:01:30,土日祝_11時27分_系統6110
20仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,12:14:00,12:47:30,土日祝_12時14分_系統11060
20仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,12:52:30,13:27:00,土日祝_12時52分_系統6110
20仕業,後免町,桟橋車庫前,桟橋車庫（はりまや橋 経由）,鏡川橋,桟橋車庫前,13:44:00,14:16:30,土日祝_13時44分_系統11170
,,,,,,,,
21仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,07:47:30,08:44:00,土日祝_07時47分_系統1110
21仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,09:04:00,09:37:30,土日祝_09時04分_系統11060
21仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,09:45:00,10:19:30,土日祝_09時45分_系統6110
21仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,10:29:00,11:02:30,土日祝_10時29分_系統11060
21仕業,後免町,桟橋車庫前,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,11:12:30,11:53:30,土日祝_11時12分_系統6130
21仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,朝倉,文珠通,12:00:00,12:40:00,土日祝_12時00分_系統13060
21仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,12:40:00,13:13:30,土日祝_12時40分_系統6110
21仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,13:24:00,13:57:30,土日祝_13時24分_系統11060
21仕業,後免町,桟橋車庫前,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,14:02:30,14:43:30,土日祝_14時02分_系統6130
21仕業,後免町,桟橋車庫前,桟橋車庫（はりまや橋 経由）,朝倉,桟橋車庫前,14:50:00,15:29:00,土日祝_14時50分_系統13170
,,,,,,,,
22仕業,後免町,桟橋車庫前,朝倉（はりまや橋・鏡川橋 経由）,後免町,朝倉,08:00:00,09:06:00,土日祝_08時00分_系統1130
22仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,朝倉,文珠通,09:12:30,09:52:30,土日祝_09時12分_系統13060
22仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,10:05:00,10:39:00,土日祝_10時05分_系統6110
22仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,11:11:30,11:45:00,土日祝_11時11分_系統11060
22仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,11:55:00,12:28:30,土日祝_11時55分_系統6110
22仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,12:41:30,13:15:00,土日祝_12時41分_系統11060
22仕業,後免町,桟橋車庫前,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,13:20:00,14:01:00,土日祝_13時20分_系統6130
22仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,朝倉,文珠通,14:07:30,14:47:30,土日祝_14時07分_系統13060
22仕業,後免町,桟橋車庫前,いの（はりまや橋・鏡川橋・朝倉 経由）,文珠通,伊野,15:05:00,16:08:00,土日祝_15時05分_系統6150
22仕業,後免町,桟橋車庫前,桟橋車庫（はりまや橋 経由）,伊野,桟橋車庫前,16:13:00,17:11:30,土日祝_16時13分_系統15170
,,,,,,,,
23仕業,後免町,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,08:09:30,09:06:30,土日祝_08時09分_系統1110
23仕業,後免町,後免町,文珠通（はりまや橋 経由）,鏡川橋,文珠通,09:09:00,09:42:30,土日祝_09時09分_系統11060
23仕業,後免町,後免町,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,09:50:00,10:31:00,土日祝_09時50分_系統6130
23仕業,後免町,後免町,文珠通（はりまや橋 経由）,朝倉,文珠通,10:37:30,11:17:30,土日祝_10時37分_系統13060
23仕業,後免町,後免町,いの（はりまや橋・鏡川橋・朝倉 経由）,文珠通,伊野,11:35:00,12:38:00,土日祝_11時35分_系統6150
23仕業,後免町,後免町,文珠通（はりまや橋 経由）,伊野,文珠通,12:43:00,13:42:30,土日祝_12時43分_系統15060
23仕業,後免町,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,13:55:00,14:29:00,土日祝_13時55分_系統6110
23仕業,後免町,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,14:49:00,15:44:30,土日祝_14時49分_系統11011
23仕業,後免町,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,15:54:30,16:51:30,土日祝_15時54分_系統1110
23仕業,後免町,後免町,文珠通（はりまや橋 経由）,鏡川橋,文珠通,16:51:30,17:25:00,土日祝_16時51分_系統11060
23仕業,後免町,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,17:27:30,18:01:30,土日祝_17時27分_系統6110
23仕業,後免町,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,18:01:30,18:57:00,土日祝_18時01分_系統11011
23仕業,後免町,後免町,朝倉（はりまや橋・鏡川橋 経由）,後免町,朝倉,19:22:30,20:28:30,土日祝_19時22分_系統1130
23仕業,後免町,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,朝倉,後免町,20:37:30,21:39:00,土日祝_20時37分_系統13010
,,,,,,,,
24仕業,後免町,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,08:22:00,09:19:00,土日祝_08時22分_系統1110
24仕業,後免町,後免町,文珠通（はりまや橋 経由）,鏡川橋,文珠通,09:26:30,10:00:00,土日祝_09時26分_系統11060
24仕業,後免町,後免町,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,10:32:30,11:13:30,土日祝_10時32分_系統6130
