仕業番号,仕業開始駅,仕業終了駅,便名,始発駅,終着駅,発時刻,着時刻,trip_id
43仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,19:29:00,20:24:30,土日祝_19時29分_系統11011
,,,,,,,,
44仕業,桟橋通四丁目,桟橋車庫前,文珠通（はりまや橋 経由）,桟橋通四丁目,文珠通,18:18:00,18:47:30,土日祝_18時18分_系統17060
44仕業,桟橋通四丁目,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,18:55:00,19:29:00,土日祝_18時55分_系統6110
44仕業,桟橋通四丁目,桟橋車庫前,桟橋車庫（はりまや橋 経由）,鏡川橋,桟橋車庫前,20:41:30,21:12:00,土日祝_20時41分_系統11170
,,,,,,,,
45仕業,桟橋通四丁目,桟橋車庫前,文珠通（はりまや橋 経由）,桟橋通四丁目,文珠通,19:10:30,19:40:00,土日祝_19時10分_系統17060
45仕業,桟橋通四丁目,桟橋車庫前,いの（はりまや橋・鏡川橋・朝倉 経由）,文珠通,伊野,20:07:30,21:14:00,土日祝_20時07分_系統6150
45仕業,桟橋通四丁目,桟橋車庫前,桟橋車庫（はりまや橋 経由）,伊野,桟橋車庫前,21:20:00,22:14:30,土日祝_21時20分_系統15170
,,,,,,,,
